company_name,year_founded,company_age,industry,sector,business_category,headquarters_city,ownership,_source_table
Deere & Company,,[],,,"[""['Industries'"", ""'Agriculture Machinery'"", ""'Construction Equipment'"", ""'Commercial Vehicles'"", ""'Engineering Products'"", ""'Automobile'"", ""'Machinery Manufacturing'"", ""'Capital Goods'"", ""'Manufacturing'"", ""'Heavy Machinery']""]",['Illinois'],,valueToday_dataset
Rio Tinto Group,,[],,,"[""['Basic Materials'"", ""'Metals'"", ""'Mining'"", ""'Aluminum'"", ""'Iron and Steel'"", ""'Copper Mining'"", ""'Gold Mining'"", ""'Diamonds'"", ""'Coal Mining'"", ""'Molybdenum'"", ""'Precious Metals']""]",['London'],,valueToday_dataset
Ibm,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Software Products'"", ""'Computers Hardware'"", ""'Laptops'"", ""'Cloud Services'"", ""'Artificial Intelligence'"", ""'Internet of Things'"", ""'Electronics'"", ""'Consumer Electronics']""]",['New York'],,valueToday_dataset
Caterpillar,,[],,,"[""['Industries'"", ""'Agriculture Machinery'"", ""'Machinery Manufacturing'"", ""'Construction Equipment'"", ""'Commercial Vehicles'"", ""'Heavy Vehicles'"", ""'Mining Equipment'"", ""'Engines Manufacturing'"", ""'Engineering Products'"", ""'Capital Goods'"", ""'Construction Materials'"", ""'Mining'"", ""'Manufacturing'"", ""'Heavy Machinery']""]",['Illinois'],,valueToday_dataset
American Tower Corporation (reit),,[],,,"[""['Real Estate'"", ""'Cell Towers Infrastructure'"", ""'Infrastructure'"", ""'Consumer Services'"", ""'Property Investments']""]",['Massachusetts'],,valueToday_dataset
Diageo,,[],,,"[""['Consumer Defensive'"", ""'Beverages'"", ""'Alcoholic Beverages'"", ""'FMCG'"", ""'Consumer Non Durables']""]",['London'],,valueToday_dataset
Aia Group,,[],,,"[""['Financial Services'"", ""'Insurance']""]",['Hong Kong'],,valueToday_dataset
Commonwealth Bank Of Australia,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['Sydney'],,valueToday_dataset
S&p Global,,[],,,"[""['Financial Services'"", ""'Investments'"", ""'Trading'"", ""'Stock Markets"", 'Trading', ""Capital Markets']""]",['New York'],,valueToday_dataset
Gazprom,,[],,,"[""['Energy'"", ""'Oil and Gas'"", ""'Natural Gas Generation'"", ""'Petrochemicals'"", ""'Oil and Gas Pipeline Transport'"", ""'Chemicals']""]",['Moscow'],,valueToday_dataset
Charter Communications,,[],,,"[""['Communication Services'"", ""'Telecom'"", ""'Internet Providers'"", ""'Fixed Line Service'"", ""'Television Services'"", ""'Consumer Services'"", ""'Media'"", ""'Advertising'"", ""'Entertainment']""]",['Connecticut'],,valueToday_dataset
Anheuser-busch Inbev,,[],,,"[""['Consumer Defensive'"", ""'Beverages'"", ""'Non-Alcoholic Beverages'"", ""'FMCG'"", ""'Consumer Non Durables'"", ""'Alcoholic Beverages']""]",['Leuven'],,valueToday_dataset
China Life Insurance Company,,[],,,"[""['Financial Services'"", ""'Banking Services'"", ""'Insurance']""]",['Beijing'],,valueToday_dataset
Glaxosmithkline,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'HealthCare Products'"", ""'Biotechnology'"", ""'Technology']""]",['London'],,valueToday_dataset
Target Corporation,,[],,,"[""['Consumer Defensive'"", ""'Retail'"", ""'eCommerce'"", ""'Consumer Services']""]",['Minnesota'],,valueToday_dataset
General Electric Company,,[],,,"[""['Industries'"", ""'Aircraft Parts'"", ""'Aerospace Products'"", ""'HealthCare Products'"", ""'Aerospace and Defense'"", ""'Electrical Products'"", ""'Software and IT'"", ""'Software Products'"", ""'Technology Hardware and Instruments'"", ""'Energy'"", ""'Electronics'"", ""'Engineering Products'"", ""'Lighting Products'"", ""'Technology'"", ""'Space Products']""]",['Massachusetts'],,valueToday_dataset
Servicenow,,[],,,"[""['Technology'"", ""'Cloud Services'"", ""'Software and IT'"", ""'Software Products'"", ""'Artificial Intelligence']""]",['California'],,valueToday_dataset
Prologis,,[],,,"[""['Real Estate'"", ""'Property Investments'"", ""'Investments'"", ""'Consumer Services']""]",['California'],,valueToday_dataset
Koch Industries,,[],,,"[""['Energy'"", ""'Oil and Gas'"", ""'Metals'"", ""'Mining'"", ""'Chemicals'"", ""'Fertilizers'"", ""'Paper and Pulp'"", ""'Plastics / Plastic Products'"", ""'Commodities Trading']""]",['Kansas'],,valueToday_dataset
Airbus,,[],,,"[""['Industries'"", ""'Aerospace and Defense'"", ""'Aeroplane'"", ""'Defense Products'"", ""'Helicoptors'"", ""'Space Products'"", ""'Aircrafts'"", ""'Machinery Manufacturing'"", ""'Manufacturing']""]",[],,valueToday_dataset
Airbnb,,[],,,"[""['Internet or Mobile App Based Business'"", ""'Rent / Lease Services'"", ""'Consumer Services']""]",['California'],,valueToday_dataset
Anthem,,[],,,"[""['Healthcare'"", ""'Insurance'"", ""'Financial Services'"", ""'HealthCare Products']""]",['Indiana'],,valueToday_dataset
Micron Technology,,[],,,"[""['Technology'"", ""'Semiconductors'"", ""'Electronics'"", ""'Technology Hardware and Instruments'"", ""'Memory Products']""]",['Idaho'],,valueToday_dataset
Jd.com,,[],,,"[""['Consumer Cyclical'"", ""'eCommerce'"", ""'Internet or Mobile App Based Business'"", ""'Retail'"", ""'Consumer Services']""]",['Beijing'],,valueToday_dataset
Conocophillips Company,,[],,,"[""['Energy'"", ""'Oil and Gas'"", ""'Natural Gas Generation'"", ""'Petroleum'"", ""'Coal Mining'"", ""'Mining']""]",['Texas'],,valueToday_dataset
Vanguard Group,,[],,,"[""['Asset Management'"", ""'Investments'"", ""'Financial Services'"", ""'Mutual Funds'"", ""'Brokerage Services']""]",['Pennsylvania'],,valueToday_dataset
Ingram Micro,,[],,,"[""['Logistics'"", ""'Technology']""]",['California'],,valueToday_dataset
Schneider Electric,,[],,,"[""['Power Equipment'"", ""'Automation'"", ""'Building Automation'"", ""'Industrial Automation'"", ""'Industrial Electrical Electronics'"", ""'Power Management Tools'"", ""'Tools and Equipment'"", ""'Industry Machinery'"", ""'Lighting Products'"", ""'Electric Vehicle Charging Station']""]",[],,valueToday_dataset
Automatic Data Processing (adp),,[],,,"[""['Industries'"", ""'Software Products'"", ""'Software and IT'"", ""'Technology'"", ""'Outsourcing and Staffing']""]",['New Jersey'],,valueToday_dataset
Kering,,[],,,"[""['Consumer Cyclical'"", ""'Luxury Goods'"", ""'Leather Products'"", ""'Clothing'"", ""'Eyewear'"", ""'Watches'"", ""'Shoes'"", ""'Footwear'"", ""'eCommerce'"", ""'Retail'"", ""'Convenience Stores'"", ""'FMCG'"", ""'Consumer Goods'"", ""'Fashion and Luxury Goods']""]",['Paris'],,valueToday_dataset
Ntt Docomo,,[],,,"[""['Communication Services'"", ""'Telecom'"", ""'Mobile Services']""]",['Tokyo'],,valueToday_dataset
Nippon Telegraph And Telephone Corporation,,[],,,"[""['Communication Services'"", ""'Telecom'"", ""'Mobile Services'"", ""'Fixed Line Service'"", ""'Internet Providers'"", ""'Television Services']""]",['Tokyo'],,valueToday_dataset
Merck Kgaa O.n.,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'Chemicals'"", ""'HealthCare Products']""]",[],,valueToday_dataset
Infosys,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Software Products'"", ""'Software Consulting Services'"", ""'Software Outsourcing Services'"", ""'Artificial Intelligence'"", ""'Cloud Services'"", ""'Internet of Things'"", ""'Automation'"", ""'Robotics'"", ""'Consulting Services'"", ""'Outsourcing and Staffing']""]",['Bangalore'],,valueToday_dataset
Allianz Se,,[],,,"[""['Financial Services'"", ""'Insurance'"", ""'Asset Management']""]",['Munich'],,valueToday_dataset
3m Company,,[],,,"[""['Industries'"", ""'Medical Equipment'"", ""'Electronics'"", ""'HealthCare Products'"", ""'Chemicals'"", ""'Engineering Products'"", ""'Adhesives'"", ""'Consumer Goods'"", ""'Conglomerate'"", ""'Industry Machinery']""]",['Minnesota'],,valueToday_dataset
Sea Limited,,[],,,"[""['Communication Services'"", ""'Gaming'"", ""'Software Products'"", ""'Technology'"", ""'Consumer Services'"", ""'Entertainment'"", ""'Software and IT'"", ""'Retail'"", ""'eCommerce']""]",[],,valueToday_dataset
Bytedance,,[],,,"[""['Technology'"", ""'Social Media'"", ""'Internet or Mobile App Based Business']""]",['Beijing'],,valueToday_dataset
Booking Holdings,,[],,,"[""['Consumer Cyclical'"", ""'Internet or Mobile App Based Business'"", ""'Travel and Transport'"", ""'eCommerce'"", ""'Business Services']""]",['Connecticut'],,valueToday_dataset
Robert Bosch,,[],,,"[""['Technology'"", ""'Engineering Products'"", ""'Technology Hardware and Instruments'"", ""'Electronics'"", ""'Automobile Parts'"", ""'Home Appliances'"", ""'Security Systems and Solutions'"", ""'Internet of Things'"", ""'Cloud Services']""]",[],,valueToday_dataset
Al Rajhi Banking And Investment Corporation,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Csl,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'Biotechnology'"", ""'HealthCare Products'"", ""'Technology']""]",['Melbourne'],,valueToday_dataset
Bp P.l.c.,,[],,,"[""['Energy'"", ""'Oil and Gas'"", ""'Petrochemicals'"", ""'Chemicals'"", ""'Electric Vehicle Charging Station']""]",['London'],,valueToday_dataset
Ford Motor Company,,[],,,"[""['Consumer Cyclical'"", ""'Automobile'"", ""'Cars'"", ""'Commercial Vehicles'"", ""'Trucks'"", ""'Vans'"", ""'Capital Goods'"", ""'Passenger Vehicles']""]",['Michigan'],,valueToday_dataset
Inditex (industria De Diseno Textil),,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Readymade Clothing']""]",[],,valueToday_dataset
Lockheed Martin Corporation,,[],,,"[""['Industries'"", ""'Aerospace Products'"", ""'Defense Products'"", ""'Aerospace and Defense'"", ""'Missiles'"", ""'Weapons'"", ""'Marine Systems'"", ""'Security Systems and Solutions'"", ""'Capital Goods'"", ""'Space Products'"", ""'Artificial Intelligence']""]",['Maryland'],,valueToday_dataset
Stryker Corporation,,[],,,"[""['Healthcare'"", ""'Medical Equipment'"", ""'HealthCare Products']""]",['Michigan'],,valueToday_dataset
Zoetis,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'Healthcare Service'"", ""'Animal Health Medicine'"", ""'Animal Healthcare Companies'"", ""'HealthCare Products']""]",['New Jersey'],,valueToday_dataset
Deloitte,,[],,,"[""['Business Services'"", ""'Professional Services'"", ""'Consulting Services'"", ""'Accounting and Auditing']""]",['London'],,valueToday_dataset
Audi Ag,,[],,,"[""['Consumer Cyclical'"", ""'Automobile'"", ""'Cars'"", ""'Passenger Vehicles']""]",[],,valueToday_dataset
Altria Group,,[],,,"[""['Consumer Defensive'"", ""'Tobacco Products'"", ""'Cigarettes'"", ""'Beverages'"", ""'Alcoholic Beverages'"", ""'FMCG'"", ""'Agriculture Products'"", ""'Consumer Non Durables'"", ""'Tobacco and Cigarette']""]",['Virginia'],,valueToday_dataset
Snowflake,,[],,,"[""['Technology'"", ""'Cloud Services'"", ""'Software and IT']""]",['California'],,valueToday_dataset
Deutsche Telekom Ag,,[],,,"[""['Communication Services'"", ""'Telecom'"", ""'Mobile Services'"", ""'Fixed Line Service'"", ""'Internet Providers'"", ""'Television Services']""]",[],,valueToday_dataset
Byd Company,,[],,,"[""['Consumer Cyclical'"", ""'Automobile'"", ""'Bus Manufacturing'"", ""'Trucks'"", ""'Manufacturing'"", ""'Electric Vehicles'"", ""'Batteries']""]",[],,valueToday_dataset
Mondelez International,,[],,,"[""['Consumer Defensive'"", ""'Food Products'"", ""'Beverages'"", ""'Non-Alcoholic Beverages'"", ""'Dairy Products'"", ""'Chocolate & Confectionery'"", ""'FMCG'"", ""'Consumer Non Durables'"", ""'Food and Beverage']""]",['New Jersey'],,valueToday_dataset
Lam Research Corporation,,[],,,"[""['Technology'"", ""'Semiconductors'"", ""'Electronics'"", ""'Technology Hardware and Instruments'"", ""'Processors / Chips']""]",['California'],,valueToday_dataset
Saudi Basic Industries Corporation (sabic),,[],,,"[""['Basic Materials'"", ""'Chemicals'"", ""'Petrochemicals'"", ""'Fertilizers']""]",['Riyadh'],,valueToday_dataset
The Pnc Financial Services Group,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['Pennsylvania'],,valueToday_dataset
Gilead Sciences,,[],,,"[""['Healthcare'"", ""'Biotechnology'"", ""'Biopharmaceutical'"", ""'Pharmaceutical'"", ""'HealthCare Products'"", ""'Technology']""]",['California'],,valueToday_dataset
Mercedec Benz Group Ag,,[],,,"[""['Consumer Cyclical'"", ""'Automobile'"", ""'Cars'"", ""'Trucks'"", ""'Commercial Vehicles'"", ""'Passenger Vehicles'"", ""'Electric Vehicle Charging Station']""]",[],,valueToday_dataset
British American Tobacco,,[],,,"[""['Consumer Defensive'"", ""'Tobacco Products'"", ""'Cigarettes'"", ""'FMCG'"", ""'Agriculture Products'"", ""'Consumer Non Durables'"", ""'Tobacco and Cigarette']""]",['London'],,valueToday_dataset
Equinor Asa,,[],,,"[""['Energy'"", ""'Oil and Gas'"", ""'Petrochemicals'"", ""'Petroleum'"", ""'Natural Gas Generation'"", ""'Electricity Generation'"", ""'Chemicals']""]",['Stavanger'],,valueToday_dataset
Brookfield Asset Management,,[],,,"[""['Financial Services'"", ""'Investments'"", ""'Property Investments'"", ""'Asset Management'"", ""'Consumer Services']""]",['Toronto'],,valueToday_dataset
Recruit Holdings,,[],,,"[""['Industries'"", ""'Internet or Mobile App Based Business'"", ""'Consulting Services'"", ""'Technology'"", ""'Software and IT'"", ""'Software Products'"", ""'Outsourcing and Staffing']""]",['Tokyo'],,valueToday_dataset
Cargill,,[],,,"[""['Agriculture Products'"", ""'Agriculture Related'"", ""'Food Products'"", ""'Meat / Poultry / Fish / Chicken'"", ""'Trading']""]",['Minnesota'],,valueToday_dataset
General Motors Company,,[],,,"[""['Consumer Cyclical'"", ""'Automobile'"", ""'Cars'"", ""'Automobile Parts'"", ""'Capital Goods'"", ""'Passenger Vehicles']""]",['Michigan'],,valueToday_dataset
U.s. Bancorp,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['Minnesota'],,valueToday_dataset
Bnp Paribas,,[],,,"[""['Financial Services'"", ""'Banking Services'"", ""'Asset Management'"", ""'Wealth Management'"", ""'Mortgage']""]",['Paris'],,valueToday_dataset
Moderna,,[],,,"[""['Healthcare'"", ""'Biotechnology'"", ""'Biopharmaceutical']""]",['Massachusetts'],,valueToday_dataset
Truist Financial Corporation,,[],,,"[""['Financial Services'"", ""'Banking Services'"", ""'Insurance'"", ""'Mortgage']""]",['North Carolina'],,valueToday_dataset
Canadian National Railway Company,,[],,,"[""['Industries'"", ""'Transportation'"", ""'Freight Transport'"", ""'Rail Transport'"", ""'Railway']""]",['Montreal'],,valueToday_dataset
Tokyo Electron Limited,,[],,,"[""['Technology'"", ""'Semiconductors'"", ""'Electronics'"", ""'Technology Hardware and Instruments']""]",['Tokyo'],,valueToday_dataset
Bank Of Nova Scotia,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['Toronto'],,valueToday_dataset
Analog Devices,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Semiconductors'"", ""'Power Systems'"", ""'Power Generation']""]",['Massachusetts'],,valueToday_dataset
The Tjx Companies,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Clothing'"", ""'Readymade Clothing'"", ""'Footwear'"", ""'Beauty and Personal Care'"", ""'Home & Furniture'"", ""'Jewellery'"", ""'Consumer Services'"", ""'Apparels and Accessories'"", ""'Textile'"", ""'FMCG']""]",['Massachusetts'],,valueToday_dataset
Essilor Luxottica,,[],,,"[""['Healthcare'"", ""'Eyewear'"", ""'Retail'"", ""'Consumer Goods'"", ""'Medical Equipment']""]",['Paris'],,valueToday_dataset
Swatch Group Ag,,[],,,"[""['Consumer Cyclical'"", ""'Jewellery'"", ""'Watches'"", ""'Consumer Goods'"", ""'Luxury Goods']""]",[],,valueToday_dataset
Chubb,,[],,,"[""['Financial Services'"", ""'Insurance']""]",['Zurich'],,valueToday_dataset
Allergan,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'HealthCare Products'"", ""'Biotechnology'"", ""'Technology']""]",['Dublin'],,valueToday_dataset
Blackstone Group,,[],,,"[""['Financial Services'"", ""'Investments'"", ""'Asset Management']""]",['New York'],,valueToday_dataset
Csx Corporation,,[],,,"[""['Industries'"", ""'Rail Transport'"", ""'Real Estate'"", ""'Transportation'"", ""'Railway']""]",['Florida'],,valueToday_dataset
Sberbank Of Russia,,[],,,"[""['Financial Services'"", ""'Banking Services'"", ""'Asset Management'"", ""'Wealth Management'"", ""'Securities'"", ""'Credit Cards'"", ""'Insurance']""]",['Moscow'],,valueToday_dataset
Crown Castle International Corporation,,[],,,"[""['Real Estate'"", ""'Infrastructure'"", ""'Cell Towers Infrastructure'"", ""'Consumer Services'"", ""'Property Investments']""]",['Texas'],,valueToday_dataset
Air Liquide,,[],,,"[""['Basic Materials'"", ""'Chemicals'"", ""'Gas Supply'"", ""'Engineering Products'"", ""'Engineering Services']""]",['Paris'],,valueToday_dataset
Compagnie Financiere Richemont Sa,,[],,,"[""['Consumer Cyclical'"", ""'Luxury Goods'"", ""'Watches'"", ""'Leather Products'"", ""'Clothing'"", ""'Readymade Clothing'"", ""'Pens & Stationery'"", ""'Consumer Goods'"", ""'Fashion and Luxury Goods']""]",[],,valueToday_dataset
Pricewaterhousecoopers,,[],,,"[""['Professional Services'"", ""'Consulting Services'"", ""'Business Services'"", ""'Accounting and Auditing']""]",['London'],,valueToday_dataset
Sherwin-williams Company,,[],,,"[""['Basic Materials'"", ""'Paints and Coatings'"", ""'Construction Materials'"", ""'Retail'"", ""'Consumer Services'"", ""'Chemicals']""]",['Ohio'],,valueToday_dataset
Midea Group,,[],,,"[""['Technology'"", ""'Electrical Products'"", ""'Refrigerators'"", ""'Electronics'"", ""'Home Furnishing']""]",['Beijing'],,valueToday_dataset
Life Insurance Corporation Of India,,[],,,"[""['Insurance'"", ""'Investments']""]",['Mumbai'],,valueToday_dataset
National Commercial Bank,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Duke Energy Corporation,,[],,,"[""['Utilities'"", ""'Electric Utilities'"", ""'Electricity Generation'"", ""'Power Generation'"", ""'Energy']""]",['North Carolina'],,valueToday_dataset
Uber Technologies,,[],,,"[""['Technology'"", ""'Transportation'"", ""'Consumer Services'"", ""'Software and IT'"", ""'Software Products'"", ""'Ride Sharing']""]",['California'],,valueToday_dataset
Cme Group,,[],,,"[""['Financial Services'"", ""'Securities'"", ""'Trading'"", ""'Brokerage Services'"", ""'Investments'"", ""'Stock Markets"", 'Trading', ""Capital Markets']""]",['Illinois'],,valueToday_dataset
Siemens Healthineers Ag,,[],,,"[""['Healthcare'"", ""'Medical Equipment'"", ""'HealthCare Products'"", ""'Technology'"", ""'Health Care Diagnostics']""]",[],,valueToday_dataset
