company_name_left,industry_left,headquarters_city_left,company_name_right,industry_right,headquarters_city_right,label
administradora de fondos de pensiones cuprum sa,,santiago,administradora de fondos de pensiones planvital sa,,santiago,0
empresas copec sa,,santiago de chile,empresas hites sa,,santiago de chile,0
molinos agro sa,,victoria,molinos rio de la plata sa,,victoria,0
johnson & johnson,,new brunswick,johnson & johnson careers,hospital & health care,new brunswick,0
egeli & co enerji yatirimlari a.s.,,istanbul,"egeli & co. agriculture investment trust, inc.",,istanbul,0
scottish american investment company plc,,not found,scottish mortgage investment trust plc,,not found,0
baillie gifford european growth trust plc,,not found,baillie gifford japan trust plc,,not found,0
jpmorgan global emerging markets income trust,,not found,jpmorgan global growth & income plc,,not found,0
standard life investments property income trust,,not found,standard life private equity trust plc,,not found,0
aurora acquisition corp,,london,aurora cannabis inc.,,edmonton,0
baillie gifford uk growth,,not found,baillie gifford us growth trust plc,,not found,0
jpmorgan japan small cap growth & income plc,,not found,jpmorgan japanese investment trust plc,,not found,0
phoenix global resources plc,,london,phoenix group holdings plc,,london,0
octopus aim vct 2 plc,,london,octopus apollo vct,,london,0
jpmorgan european investment trust plc,,not found,jpmorgan global emerging markets income trust,,not found,0
schroder income growth fund plc,,not found,schroder oriental income fund limited,,not found,0
blackrock frontiers investment trust plc,,not found,blackrock greater europe investment trust plc,,not found,0
aberdeen standard asia focus plc,,not found,aberdeen standard european logistics income plc,,not found,0
jpmorgan euro small co. trust plc,,not found,jpmorgan european investment trust plc,,not found,0
murray income trust plc,,not found,murray international trust plc,,not found,0
edinburgh investment trust plc,,not found,edinburgh worldwide investment trust plc,,not found,0
j.r.w. utility public company ltd,,bangkok,j.s.p. property public company ltd,,bangkok,0
sahakol equipment public company ltd,,bangkok,sahamitr pressure container public company ltd,,bangkok,0
pranda jewelry public company ltd,,bangkok,praram 9 hospital public company ltd,,bangkok,0
thanasiri group public company ltd,,bangkok,thanulux public company ltd,,bangkok,0
premier products public company ltd,,bangkok,premier technology public company ltd,,bangkok,0
quality hospitality leasehold property fund,,bangkok,quality houses property fund,,bangkok,0
asia fiber public company ltd,,bangkok,asia hotel public company ltd,,bangkok,0
ihlas gazetecilik a.s.,,istanbul,ihlas yayin holding a.s.,,istanbul,0
metro ticari ve mali yatirimlar holding a.s.,,istanbul,metro yatirim ortakligi a.s.,,istanbul,0
"first citizens bancshares, inc.",,raleigh,first citizens bank careers,financial services,raleigh,0
antero midstream corporation,,denver,antero resources corporation,,denver,0
chiang mai ram medical business public company ltd,,chiang mai,chiangmai rimdoi public company ltd,,chiang mai,0
asia aviation public company ltd,,bangkok,asia capital group public company ltd,,bangkok,0
major cineplex group public company ltd,,bangkok,major development public company ltd,,bangkok,0
thai central chemical public company ltd,,bangkok,thai enger holding public company ltd,,bang kruai,0
amata corp public company ltd,,bangkok,amata vn public company ltd,,bangkok,0
singer thailand public company ltd,,bangkok,singha estate public company ltd,,bangkok,0
saha pathana inter-holding public company ltd,,bangkok,saha-union public company ltd,,bangkok,0
thanachart capital public company ltd,,bangkok,thanasiri group public company ltd,,bangkok,0
thai president foods public company ltd,,bangkok,thai reinsurance public company ltd,,bangkok,0
anglo american plc,,london,anglo pacific group plc,,london,0
hsbc,,london,hsbc careers,financial services,london,0
bangkok dusit medical services public company ltd,,bangkok,bangkok expressway and metro public company ltd,,bangkok,0
thai beverage public company ltd,,bangkok,thai central chemical public company ltd,,bangkok,0
scalable capital,fintech,,scalapay,fintech,milan,0
quantexa,technology,,quantion,technology,,0
mother goose,education,,mothergoose,education,,0
theras biocare,pharmaceuticals,,theravance biopharma,"['pharmaceuticals', 'biotech']",,0
nanushka,fashion,,nanushka international zrt.,fashion,,0
gtpl,media,,gtpl hathway,media & entertainment,,0
infobeans,technology,,infobip,technology,,0
infobeans,technology,,infobip,technology,,0
sika,aerospace & defence,,sika interplant systems,aerospace & defence,,0
imdex,technology,,imec,technology,,0
logipal24,transport,,logispot,transport,,0
identity,management consulting,,idento,management consulting,,0
brainhub,technology,,brainly,technology,,0
logipal24,transport,,logispot,transport,,0
falcon general contract,construction,,falcon tower crane services,construction,,0
gps,industrial goods,,gps gmbh,industrial goods,,0
apotea,pharmaceuticals,,apotex research,pharma,,0
automobiles gerossier,automobiles,,automotive broker services,automobiles,,0
brainhub,technology,,brainly,technology,,0
targa telematics,technology,,target circle,technology,,0
carreau concept,retail,,carrefour,retail,,0
nexid,technology,,nexindep,technology,,0
doit,technology,,doit solutions,technology,,0
autonova milano,automobiles,,autosalon uhingen,automobiles,,0
radar cyber security,technology,,radarservices smart it-security,technology,,0
a.u.e. genc,retail,,a.u.e. genc warenhandels-ug,retail,,0
targa telematics,technology,,target circle,technology,,0
izertis,technology,,izettle,technology,,0
les couvreurs occitans,construction,,les eco-isolateurs,construction,,0
travellanda,travel & leisure,,traveloka,travel,jakarta,0
consorzio italiano strade e ambiente,support services,,consorzio stabile ambientemilia,support services,,0
izertis,technology,,izettle,technology,,0
les couvreurs occitans,construction,,les eco-isolateurs,construction,,0
integrata,financial services,,integrated cleanroom technologies,facility management services,,0
scale focus,technology,,scalehub,technology,,0
leonardo spa,manufacturing,roma,leoni,manufacturing,,0
hera comm spa,"transportation, communications, electric, gas, and sanitary services",bologna,hera s.p.a.,,bologna,0
de' longhi spa,"finance, insurance, and real estate",treviso,de'longhi s.p.a.,,treviso,0
cnp unicredit vita spa,"finance, insurance, and real estate",milano,cnp vita assicurazione spa,"finance, insurance, and real estate",milano,0
barilla g. e r. fratelli spa,manufacturing,parma,barilla holding srl,"finance, insurance, and real estate",parma,0
grimaldi euromed spa,"transportation, communications, electric, gas, and sanitary services",napoli,grimaldi group spa,"transportation, communications, electric, gas, and sanitary services",napoli,0
conad centro nord soc coop,wholesale trade,reggio emilia,conad nord ovest societa' cooperativa a r.l.,wholesale trade,pistoia,0
erg power generation spa,"transportation, communications, electric, gas, and sanitary services",genova,erg spa,"finance, insurance, and real estate",genova,0
amazon italia logistica srl,"transportation, communications, electric, gas, and sanitary services",milano,amazon italia transport srl,"transportation, communications, electric, gas, and sanitary services",milano,0
gruppo arena spa,"finance, insurance, and real estate",enna,gruppo del barba consulting,financial services,,0
gruppo arena spa,"finance, insurance, and real estate",enna,gruppo del barba consulting,financial services,,0
prysmian powerlink srl,manufacturing,milano,prysmian spa,wholesale trade,milano,0
intesa sanpaolo assicura spa,"finance, insurance, and real estate",torino,intesa sanpaolo s.p.a.,,turin,0
heineken italia spa,manufacturing,aosta,heineken n.v.,,amsterdam,0
riva acciaio spa,manufacturing,milano,riva forni elettrici spa,"finance, insurance, and real estate",milano,0
autogrill italia spa,retail trade,novara,autogrill spa,retail trade,milano,0
ghella group srl,"finance, insurance, and real estate",roma,ghella spa,construction,roma,0
gruppo illy spa,"finance, insurance, and real estate",roma,gruppo lactalis italia srl,"finance, insurance, and real estate",milano,0
intesa sanpaolo rbm salute spa,"finance, insurance, and real estate",milano,intesa sanpaolo spa,"finance, insurance, and real estate",milano,0
rea group ltd,media,,reach plc,['media/press'],,0
north pacific bank ltd,financial services,,north sea capital,financials,,0
netgear inc,technology and communications,,netguru,technology,,0
netgear inc,technology and communications,,netguru,technology,,0
bank aljazira,financial services,,bank austria,financials,,0
banque cantonale vaudoise,financial services,,banque de l'indochine,financials,,0
the gunma bank ltd,financial services,,the hachijuni bank ltd,financial services,,0
eicher motors ltd,automotive,,eicher trucks and buses,automobile,,0
hang lung group ltd,construction,,hang lung properties ltd,construction,,0
gentex corporation,automotive,,gentherm inc,automotive,,0
saigon - hanoi commercial joint stock bank,financial services,,saigon thuong tin commercial joint stock bank,financial services,,0
macronix international co ltd,technology and communications,,macropix,technology,,0
autoneum holding ag,automotive,,autonova milano,automobiles,,0
ao world plc,retailing,,aoki holdings inc.,retailing,,0
altra industrial motion corp,industrial goods and machinery,,altran,industrials,,0
deluxe corp,media,,deluxe entertainment,media & entertainment,,0
bank of africa,financial services,,bank of america careers,financial services,charlotte,0
banco bbva argentina sa,financial services,,banco bilbao vizcaya argentaria (bbva),financials,,0
cementos argos sa,construction,,cementys,construction,,0
qatar insurance company qspc,financial services,,qatar islamic bank,financial services,,0
l e lundbergforetagen ab,financial services,,l e lundbergföretagen,financials,,0
vietnam prosperity joint-stock commercial bank,financial services,,vietnam technological and commercial joint stock bank,financial services,,0
orange polska sa,technology and communications,,orange romania,telecommunications,,0
ts tech co ltd,automotive,,ts tech sun india,automobile,,0
tele2 ab,technology and communications,,tele2 netherlands,telecommunications,,0
credit saison co ltd,financial services,,credit suisse,financial services,,0
dollarama inc,retailing,,dolly noire,retail,,0
central bank of india,financial services,,central bank of luxembourg,financials,,0
adani power ltd,power,,adani solar,power,,0
pentair plc,industrial goods and machinery,,pentalog,industrials,,0
banco de credito e inversiones sa,financial services,,banco de occidente,financial services,,0
abu dhabi commercial bank,financial services,,abu dhabi islamic bank,financial services,,0
bank of zhengzhou co ltd,financial services,,bank of åland,financials,,0
telecom argentina sa,technology and communications,,telecom egypt co,technology and communications,,0
foxconn interconnect technology ltd,technology and communications,,foxconn technology co ltd,technology and communications,,0
vietnam joint stock commercial bank for industry and trade,financial services,,vietnam prosperity joint-stock commercial bank,financial services,,0
nexstar media group inc,media,,nexstim,['medical devices'],,0
banco btg pactual sa,financial services,,banco comercial portugues sa,financial services,,0
vodafone idea ltd,technology and communications,,vodafone ireland,telecommunications,,0
grupo financiero galicia sa,financial services,,grupo financiero inbursa sab de cv,financial services,,0
cosco shipping development co ltd,transport and logistics,,cosco shipping energy transportation co ltd,transport and logistics,,0
banco de bogota sa,financial services,,banco de chile,financial services,,0
husqvarna ab,industrial goods and machinery,,husqvarna group,industrials,,0
dassault systemes se,technology and communications,,dassault systèmes,technology,,0
pt bank central asia tbk,financial services,,pt bank cimb niaga tbk,financial services,,0
terumo corp,medical equipment,,terumo penpol,medical equipment,,0
bank of india,financial services,,bank of ireland,financials,,0
northern trust corp,financial services,,northern trust operating services,financial services,,0
keyence corp,industrial goods and machinery,,keyence corporation careers,industrial automation,osaka,0
telefonica uk ltd,technology and communications,,telefónica,telecommunications,,0
dover corp,industrial goods and machinery,,dover india,industrial machinery,,0
santander consumer usa holdings inc,financial services,,santander uk plc,financial services,,0
icici prudential life insurance co ltd,financial services,,icici prudential mutual fund,financial services,,0
nippon paint holdings co ltd,chemicals,,nippon paint india,chemicals,,0
raiffeisen bank international ag,financial services,,raiffeisen romania,financials,,0
carlsberg as,consumer packaged goods,,carlsberg croatia,consumer goods,,0
sandvik ab,industrial goods and machinery,,sandvik mining and rock technology,industrial machinery,,0
international consolidated airlines group sa,transport and logistics,,international container terminal services inc,transport and logistics,,0
grupo financiero banorte sab de cv,financial services,,grupo financiero galicia sa,financial services,,0
national bank of canada,financial services,,national bank of greece sa,financial services,,0
mitsui osk lines ltd,transport and logistics,,mitsui-soko holdings co ltd,transport and logistics,,0
axis bank ltd,financial services,,axis capital holdings ltd,financial services,,0
swire pacific ltd,construction,,swire properties ltd,construction,,0
kone corporation,industrial goods and machinery,,konecranes,industrial machinery,,0
kone corporation,industrial goods and machinery,,konecranes,industrials,,0
jtekt corp,automotive,,jtekt india,['automotive suppliers'],,0
ameriprise financial inc,financial services,,ameris bancorp,financial services,,0
marriott international inc,leisure and arts,,marriott vacations worldwide corp,leisure and arts,,0
essity ab,consumer packaged goods,,essity careers,consumer goods,stockholm,0
